accuracy,loss,val_accuracy,val_loss,learning_rate
0.7750803828239441,0.5202593207359314,0.8606194853782654,0.32364317774772644,9.999999747378752e-06
0.856416642665863,0.3532783091068268,0.9164823293685913,0.2257414013147354,9.999999747378752e-06
0.888370156288147,0.2847649157047272,0.9153761267662048,0.21833650767803192,9.999999747378752e-06
0.904606282711029,0.2374657243490219,0.9129793643951416,0.22752760350704193,9.999999747378752e-06
0.9143583178520203,0.21770621836185455,0.8980457186698914,0.2651926279067993,9.999999747378752e-06
0.9202199578285217,0.20755833387374878,0.8998894095420837,0.260441392660141,1.9999999949504854e-06
